user_id,high_score,quiz_id
258,10.00,263
258,0.00,271
258,81.11,274
258,5.00,278
258,9.00,280
258,7.00,287
258,14.00,289
258,36.00,291
258,7.00,299
258,25.00,306
258,52.00,318
260,11.00,191
260,10.00,193
260,16.00,196
260,9.00,200
260,9.00,201
260,11.00,203
260,13.00,205
260,9.00,209
260,10.00,210
260,7.93,212
260,9.75,214
260,17.50,218
260,10.00,222
260,9.15,224
260,12.00,226
260,10.00,229
260,5.19,232
260,6.15,234
260,0.00,236
260,9.00,238
260,8.81,241
260,37.00,244
260,10.00,247
260,7.00,251
260,8.69,257
260,6.80,259
260,13.00,262
260,5.00,263
260,74.82,274
260,5.00,278
260,9.00,280
260,8.00,285
260,8.00,287
260,8.00,289
260,22.00,290
260,8.00,301
260,24.42,306
260,8.00,308
260,2.00,316
260,12.00,319
261,13.00,191
261,8.00,193
261,9.00,201
261,11.00,203
261,9.00,205
261,10.00,209
261,9.55,212
261,3.00,214
261,15.00,216
261,11.00,218
261,5.96,222
261,5.27,235
261,43.00,244
261,3.46,247
261,0.00,251
261,6.31,258
261,4.50,260
261,55.58,274
261,5.00,278
261,15.00,291
261,7.00,295
262,13.00,191
262,10.00,193
262,16.00,196
262,15.00,200
262,9.00,201
262,9.00,203
262,15.00,205
262,10.00,209
262,10.00,210
262,10.00,212
262,10.00,214
262,18.00,216
262,18.50,218
262,10.00,222
262,9.29,224
262,15.00,226
262,10.00,229
262,8.89,232
262,8.85,234
262,0.00,236
262,8.50,238
262,9.29,241
262,52.00,244
262,10.00,247
262,10.00,251
262,8.98,257
262,6.00,259
262,15.00,262
262,10.00,263
262,74.33,274
262,5.00,278
262,8.00,280
262,0.00,285
262,5.00,287
262,12.00,289
262,38.00,290
262,7.00,299
262,12.00,301
262,12.00,308
262,37.00,319
264,13.00,191
264,10.00,193
264,16.00,196
264,15.00,200
264,7.00,201
264,6.00,203
264,12.00,205
264,9.00,209
264,10.00,212
264,8.50,214
264,18.00,216
264,17.50,218
264,10.00,222
264,8.87,224
264,12.00,226
264,7.31,234
264,0.00,236
264,8.00,238
264,8.81,241
264,36.50,244
264,9.40,247
264,2.00,251
264,8.43,257
264,4.00,259
264,62.08,274
264,5.00,278
264,0.00,285
264,6.00,287
264,2.00,289
264,19.00,290
264,12.00,301
264,33.00,319
265,8.00,196
265,9.00,201
265,8.00,203
265,7.00,209
265,0.00,210
265,1.03,212
265,8.00,216
265,3.00,218
265,9.86,222
265,-0.77,234
265,9.00,244
265,4.85,257
265,5.20,259
265,0.00,263
265,62.55,274
265,5.00,278
265,3.00,280
265,7.00,289
265,7.00,290
265,8.00,319
266,12.00,191
266,8.00,193
266,16.00,196
266,13.00,200
266,9.00,201
266,5.00,203
266,15.00,205
266,10.00,209
266,10.00,210
266,6.55,212
266,10.00,214
